Latitude: 33.8906965  Longitude: -83.3577535,,,,,,,,
X & Y on Lambert Conformal Conic: 1477271.85 -767729.34,,,,,,,,
Tile: 11029,,,,,,,,
Elevation: 193 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2011,70,41773.51,0,288.44,0,12.68,4.13,820.62
2011,71,41902.37,0,489.98,0,22.62,0.61,638.36
2011,72,42031.47,0,469.27,0,24.43,4.67,852.3
2011,73,42160.77,5.02,315.79,0,23.87,8.21,1087.48
2011,74,42290.25,18.82,146.95,0,13.52,7.94,1067.67
2011,75,42419.9,0,361.09,0,18.02,6.85,991.23
2011,76,42549.68,0,496,0,24.47,3.33,775.23
2011,77,42679.58,0,486.33,0,27.89,7,1001.55
2011,78,42809.57,0,451.89,0,29.29,11.41,1348.09
2011,79,42939.63,0,154.09,0,17.16,12.89,1486.07
2011,80,43069.73,0,390.54,0,25.45,12.59,1456.91
2011,81,43199.86,0,446.7,0,28.43,11.77,1380.74
2011,82,43329.98,0.01,379.52,0,25.66,13.32,1528.59
2011,83,43460.09,0,390.16,0,21,8.95,1143.48
2011,84,43590.14,0,482.68,0,19.49,2.58,735.44
2011,85,43720.13,47,239.88,0,14.03,5.19,883.59
2011,86,43850.03,27.68,86.59,0,9.14,6.49,966.83
2011,87,43979.82,16.56,119.01,0,8.94,5.18,883.19
2011,88,44109.46,6.68,270.9,0,13.93,4.68,852.88
2011,89,44238.95,7.85,168.09,0,12.94,7.67,1048.65
2011,90,44368.25,0.89,339.22,0,16.61,8.19,1085.92
2011,91,44497.35,0,407.12,0,14.66,4.43,838.18
2011,92,44626.21,0,510.06,0,20.69,4.8,860.08
2011,93,44754.81,0,546.54,0,25.67,4.21,824.92
2011,94,44883.14,19.96,405.91,0,28.85,6.65,977.4
2011,95,45011.16,0,420.12,0,17.44,5.88,927.29
2011,96,45138.85,0,542.88,0,21.51,1.8,695.19
2011,97,45266.19,0,541.73,0,24.54,4.17,822.58
2011,98,45393.14,0,494.58,0,26.85,9.79,1209.93
2011,99,45519.69,0,418.36,0,29.57,15.98,1814.54
2011,100,45645.8,0,446.32,0,30.67,15.38,1746.42
2011,101,45771.45,1.95,406.33,0,27.64,15.08,1713.66
2011,102,45896.61,0,383.12,0,22.58,11.83,1386.07
2011,103,46021.25,0,517.86,0,25.34,7.59,1042.4
2011,104,46145.35,0,519.95,0,25.54,7.3,1022.18
2011,105,46268.87,10.04,323.74,0,23.27,10.3,1252.39
2011,106,46391.79,0,365.34,0,20.5,10.56,1274.24
2011,107,46514.07,0,528.89,0,23.29,5.59,908.28
2011,108,46635.69,0,549.64,0,25.94,5.82,923.04
2011,109,46756.61,0,523.67,0,29.87,10.58,1275.54
2011,110,46876.81,0,443.4,0,26.86,13,1496.77
2011,111,46996.24,23.63,319.66,0,28.21,14.98,1702.62
2011,112,47114.88,2.18,162.12,0,18.15,12.66,1463.68
2011,113,47232.7,0,444.45,0,24.14,11.01,1312.74
2011,114,47349.65,0,507.36,0,29.19,11.89,1391.85
2011,115,47465.71,0,417.78,0,28.54,15.81,1794.8
2011,116,47580.84,0,378.99,0,28.45,17.02,1938.88
2011,117,47695,13.67,277.64,0,28.87,17.57,2007.27
2011,118,47808.16,0,359.9,0,24.43,14.03,1601.35
2011,119,47920.28,0,479.83,0,24.6,9.15,1159.33
2011,120,48031.32,0,524.1,0,26.84,8.12,1081.09
2011,121,48141.25,0,489.49,0,26.71,10.01,1228.18
2011,122,48250.02,0,427.16,0,26.78,13.14,1510.4
2011,123,48357.61,2.74,364.18,0,28.95,12.28,1427.97
2011,124,48463.96,0,421.78,0,20.05,7.83,1059.71
2011,125,48569.03,0,521.93,0,20.22,3.16,766.25
2011,126,48672.8,0,536,0,23.42,5.03,873.78
2011,127,48775.21,0,531.39,0,26.04,7.54,1038.85
